Country,Job_Title,Age_Group,Quantity,Percentage
Spain,Database Tester,26_39,1,0.01%
Spain,Database Tester,40_65,2,0.02%
Spain,Databases Computer Consultant,26_39,4,0.05%
Spain,Databases Computer Consultant,40_65,1,0.01%
Spain,Databases Software Consultant,26_39,3,0.04%
Spain,Databases Software Consultant,40_65,4,0.05%
Spain,Datastage Developer,26_39,1,0.01%
Spain,Director of Data Operations,26_39,5,0.06%
Spain,Director of Data Operations,40_65,3,0.04%
Spain,Electronic Data Interchange System Developer (EDI System Developer),14_25,1,0.01%
Spain,Electronic Data Interchange System Developer (EDI System Developer),26_39,5,0.06%
Spain,Electronic Data Interchange System Developer (EDI System Developer),40_65,3,0.04%
Spain,Electronic Data Processing Auditor (EDP Auditor),26_39,3,0.04%
Spain,Electronic Data Processing Auditor (EDP Auditor),40_65,3,0.04%
Spain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",14_25,2,0.02%
Spain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,2,0.02%
Spain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,1,0.01%
Spain,Field Artillery Automated Tactical Data System Specialist,26_39,1,0.01%
Spain,Field Artillery Automated Tactical Data System Specialist,40_65,1,0.01%
Spain,Field Traffic Data Technician,26_39,1,0.01%
Spain,Flight Data Technician,26_39,1,0.01%
Spain,Flight Test Data Acquisition Technician,14_25,2,0.02%
Spain,Flight Test Data Acquisition Technician,40_65,1,0.01%
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),14_25,1,0.01%
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,3,0.04%
Spain,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,5,0.06%
Spain,Geographic Information Systems Data Manager (GIS Data Manager),26_39,4,0.05%
Spain,Geographic Information Systems Data Manager (GIS Data Manager),40_65,6,0.07%
Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),14_25,1,0.01%
Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,1,0.01%
Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,3,0.04%
Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,8,0.09%
Spain,Head of Information Systems and Data Processing,14_25,1,0.01%
Spain,Head of Information Systems and Data Processing,26_39,1,0.01%
Spain,Head of Information Systems and Data Processing,40_65,6,0.07%
Spain,Health Data Analyst,40_65,2,0.02%
Spain,Internet Database Specialist,26_39,1,0.01%
Spain,Internet Database Specialist,40_65,2,0.02%
Spain,LiDAR Data Analyst,40_65,2,0.02%
Spain,Maintenance Data Analyst,40_65,1,0.01%
Spain,Marketing Database Analyst,26_39,1,0.01%
Spain,Medical Data Analyst,40_65,1,0.01%
Spain,Micro Computer Data Processor,40_65,3,0.04%
Spain,Naval Tactical Data System--Combat Information Center Officer,14_25,1,0.01%
Spain,Naval Tactical Data System--Combat Information Center Officer,40_65,2,0.02%
Spain,"Operations Officer, Afloat (Naval Tactical Data Systems)",40_65,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),26_39,3,0.04%
Spain,Oracle Database Administrator (Oracle DBA),40_65,4,0.05%
Spain,Reference Data Expert,26_39,1,0.01%
Spain,Reference Data Expert,40_65,1,0.01%
Spain,SCADA Operator (Supervisory Control and Data Acquisition Operator),14_25,1,0.01%
Spain,SCADA Technician (Supervisory Control and Data Acquisition Technician),40_65,1,0.01%
Spain,SQL Database Administrator,40_65,8,0.09%
Spain,Scientific Database Curator,40_65,2,0.02%
Spain,Survey Data Technician,14_25,1,0.01%
Spain,Unemployed,14_25,128,1.51%
Spain,Unemployed,26_39,98,1.16%
Spain,Unemployed,40_65,197,2.33%
Spain,Voice and Data Technician,14_25,1,0.01%
Spain,Voice and Data Technician,40_65,1,0.01%
Spain,Weight in Motion Field Data Collection Technician,26_39,3,0.04%
Spain,Weight in Motion Field Data Collection Technician,40_65,1,0.01%
Sweden,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,2,0.02%
Sweden,Automatic Data Processing Planner,26_39,1,0.01%
Sweden,Automatic Data Processing Planner,40_65,3,0.04%
Sweden,Automatic Data Processing Planner (ADP Planner),14_25,1,0.01%
Sweden,Automatic Data Processing Planner (ADP Planner),26_39,1,0.01%
Sweden,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,1,0.01%
Sweden,Clinical Data Management Manager (CDM Manager),40_65,1,0.01%
Sweden,Computer or Data Processing Systems Consultant,40_65,2,0.02%
Sweden,Crime Data Specialist,40_65,1,0.01%
Sweden,Data Acquisition Technician,14_25,1,0.01%
Sweden,Data Administrator,40_65,1,0.01%
Sweden,Data Analysis Assistant,40_65,1,0.01%
Sweden,Data Center Operator,26_39,1,0.01%
Sweden,Data Coder Operator,40_65,2,0.02%
Sweden,Data Collection Technician,40_65,1,0.01%
Sweden,Data Communications Analyst,26_39,1,0.01%
Sweden,Data Communications Software Consultant,40_65,1,0.01%
Sweden,Data Conversion Operator,26_39,1,0.01%
Sweden,Data Coordinator,40_65,2,0.02%
Sweden,Data Entry Associate,40_65,1,0.01%
Sweden,Data Entry Operator,40_65,1,0.01%
Sweden,Data Entry Representative,14_25,1,0.01%
Sweden,Data Management Information Technology Specialist,40_65,1,0.01%
Sweden,Data Modeler,40_65,1,0.01%
Sweden,Data Modeling Specialist,40_65,1,0.01%
Sweden,Data Officer,26_39,1,0.01%
Sweden,Data Officer,40_65,1,0.01%
Sweden,Data Processing Manager,40_65,3,0.04%
Sweden,Data Reduction Technician,40_65,1,0.01%
Sweden,Data Scientist,26_39,1,0.01%
Sweden,Data Scientist,40_65,1,0.01%
Sweden,Data Security Administrator,26_39,1,0.01%
Sweden,Data Security Analyst,40_65,1,0.01%
Sweden,Data Systems Manager,40_65,1,0.01%
Sweden,Data Transcriber,40_65,1,0.01%
Sweden,Data Typist,40_65,2,0.02%
Sweden,Data Warehouse Analyst,26_39,1,0.01%
Sweden,Data Warehouse Architect,14_25,1,0.01%
Sweden,Data Warehouse Developer,40_65,1,0.01%
Sweden,Data Warehouse Specialist,40_65,1,0.01%
Sweden,Data Warehousing Engineer,26_39,1,0.01%
Sweden,Data Warehousing Specialist,40_65,1,0.01%
Sweden,Database Administration Associate,40_65,1,0.01%
Sweden,Database Architect,40_65,1,0.01%
Sweden,Database Consultant,40_65,1,0.01%
Sweden,Database Coordinator,40_65,2,0.02%
Sweden,Database Design Analyst,26_39,2,0.02%
Sweden,Database Designer,40_65,2,0.02%
Sweden,Database Developer,26_39,1,0.01%
Sweden,Database Development Project Manager,40_65,1,0.01%
Sweden,Database Development and Administration Project Manager,26_39,2,0.02%
Sweden,Database Development and Administration Project Manager,40_65,1,0.01%
Sweden,Database Management System Specialist (DBMS Specialist),26_39,1,0.01%
Sweden,Database Management System Specialist (DBMS Specialist),40_65,1,0.01%
Sweden,Database Manager,14_25,1,0.01%
Sweden,Database Manager,40_65,1,0.01%
Sweden,Database Marketing Analyst,26_39,1,0.01%
Sweden,Database Marketing Analyst,40_65,1,0.01%
Sweden,Database Modeler,14_25,1,0.01%
Sweden,Database Modeler,40_65,1,0.01%
Sweden,Database Programmer,14_25,1,0.01%
Sweden,Database Security Administrator,26_39,2,0.02%
Sweden,Database Security Administrator,40_65,1,0.01%
Sweden,Database Software Technician,40_65,1,0.01%
Sweden,Database Specialist,40_65,2,0.02%
Sweden,Database Tester,40_65,1,0.01%
Sweden,Databases Computer Consultant,26_39,1,0.01%
Sweden,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,1,0.01%
Sweden,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,1,0.01%
Sweden,Geographic Information Systems Data Manager (GIS Data Manager),40_65,1,0.01%
Sweden,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,1,0.01%
Sweden,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,1,0.01%
Sweden,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,2,0.02%
Sweden,Head of Information Systems and Data Processing,40_65,1,0.01%
Sweden,Naval Tactical Data System--Combat Information Center Officer,26_39,1,0.01%
Sweden,Oracle Database Administrator (Oracle DBA),26_39,1,0.01%
Sweden,SQL Database Administrator,40_65,1,0.01%
Sweden,Survey Data Technician,40_65,1,0.01%
Sweden,Unemployed,14_25,35,0.41%
Sweden,Unemployed,26_39,20,0.24%
Sweden,Unemployed,40_65,26,0.31%
